지역,상호,주소,상표,전화번호,셀프여부,고급휘발유,휘발유,경유,실내등유,LPG
광주광역시,서창농협주유소,광주 서구 회재로 527,NH-OIL,062-371-1472,N,-,1665,1535,1400,-
광주광역시,(유)매월주유소,광주 서구  회재로 845,GS칼텍스,062-682-2359,Y,1949,1669,1559,1400,-
광주광역시,대양케미칼주유소/충전소,광주 서구 풍서좌로 255 (세하동),S-OIL,062-655-1500,N,-,1674,1565,-,-
광주광역시,(주)일프로주유소,광주 서구 운천로 206 (치평동),HD현대오일뱅크,062-383-4007,Y,1937,1675,1564,-,-
광주광역시,풍암대림주유소,광주 서구 풍서좌로 83 (매월동),S-OIL,062-655-2211,N,-,1675,1564,-,-
광주광역시,매월유통단지주유소,광주 서구 회재로 746 (매월동),HD현대오일뱅크,062-374-5188,N,-,1679,1567,1500,-
광주광역시,대동에너지주유소,광주 서구 회재로 783,HD현대오일뱅크,062-674-2700,Y,-,1679,1569,-,-
광주광역시,(유)신상무주유소,광주 서구 운천로 170,SK에너지,062-384-5185,Y,-,1679,1569,-,-
광주광역시,아세아주유소,광주 서구 내방로 264 (쌍촌동),HD현대오일뱅크,062-375-8161,Y,-,1679,1549,-,-
광주광역시,청우주유소,광주 서구 회재로 807 (매월동),SK에너지,062-655-5189,N,-,1689,1579,1400,-
광주광역시,(주)아프리카주유소,광주광역시 서구  천변좌하로 168 (치평동),SK에너지,062-381-5151,Y,-,1694,1557,-,-
광주광역시,가람주유소,광주 서구 상무대로1206번길 3 (농성동),S-OIL,062-365-5189,Y,-,1695,1565,-,-
광주광역시,상록주유소,광주 서구 상무대로 1180,HD현대오일뱅크,062-385-5184,N,1925,1695,1565,1500,-
광주광역시,예향주유소,광주 서구 풍암신흥로 2 (풍암동),GS칼텍스,062-655-7728,N,1989,1699,1599,-,-
광주광역시,컨벤션주유소,광주 서구 상무대로 714,S-OIL,062-382-5188,N,-,1728,1598,-,-
광주광역시,청정이엔지 (주)주유소,광주 서구 상무자유로 18,GS칼텍스,062-382-5503,Y,1998,1728,1598,-,-
광주광역시,부경LPG충전소,광주 광산구 동곡로 542 (장록동),SK에너지,062-943-5664,N,-,-,-,-,1034
광주광역시,진솔가스,광주 광산구 영광로 3498,자가상표,062-943-0630,N,-,-,-,-,1037
광주광역시,SK행복충전 제일에너지충전소 동곡점,광주 광산구 동곡로 123,SK가스,062-943-1600,N,-,-,-,-,1044
광주광역시,명성가스,광주 광산구 사암로 896,GS칼텍스,062-951-2382,N,-,-,-,-,1044
광주광역시,SK행복충전 광주엘피지충전소,광주 광산구 동곡로 122 (하산동),SK가스,062-945-0700,N,-,-,-,-,1044
광주광역시,반디LPG 신가점,광주 광산구 하남대로 361 (신가동),E1,062-961-8301,N,-,-,-,-,1044
광주광역시,반디가스 첨단점 이든랜드㈜,광주광역시 광산구  첨단월봉로 114 (첨단2동),E1,062-971-8301,N,-,-,-,-,1044
광주광역시,빛고을충전소,광주 광산구 하남대로 378 (신가동),S-OIL,062-959-7722,N,-,-,-,-,1044
광주광역시,SK행복충전 제일에너지충전소,광주 광산구 목련로 358 (신가동),SK가스,062-954-7227,N,-,-,-,-,1044
광주광역시,광산IC LPG충전소,광주 광산구 사암로 860-38 (도천동),E1,062-951-2283,N,-,-,-,-,1044
광주광역시,(주)영진에너지,광주 광산구 상무대로 483,GS칼텍스,062-941-0061,N,-,-,-,-,1044
광주광역시,SK착한충전소,광주 광산구 무진대로 60 (소촌동),SK에너지,062-945-9090,N,-,-,-,-,1044
광주광역시,SK행복충전 만남의광장충전소,광주 광산구 무진대로 79 (소촌동),SK가스,062-941-0306,N,-,-,-,-,1044
광주광역시,동일가스㈜,광주 광산구 동곡로 456,GS칼텍스,062-942-5180,N,-,-,-,-,1044
광주광역시,SK행복충전 공항엘피지충전소,광주 광산구 상무대로 441 (신촌동),SK가스,062-944-2300,N,-,-,-,-,1044
광주광역시,수완LPG충전소,광주 광산구 사암로 668 (장덕동),HD현대오일뱅크,062-571-8600,N,-,-,-,-,1044
광주광역시,남동진LPG충전소,광주 광산구 임방울대로 16,GS칼텍스,062-952-2382,N,-,-,-,-,1044
광주광역시,오렌지LPG충전소,광주 광산구 상무대로 467 (신촌동),E1,062-944-9500,N,-,-,-,-,1044
광주광역시,SK행복충전 더드론 수완충전소,광주 광산구 왕버들로 197 (수완동),SK가스,062-945-3700,N,-,-,-,-,1044
광주광역시,신공항LPG충전소,광주 광산구 상무대로 404,E1,062-941-1096,N,-,-,-,-,1044
광주광역시,대성가스(주)지평선충전소,광주광역시 광산구 영광로3777,E1,062-571-9997,N,-,-,-,-,1060
광주광역시,SK행복충전 한일엘피지충전소,광주 광산구 북문대로420번길 92,SK가스,062-955-6838,N,-,-,-,-,1068
광주광역시,금정LPG충전소,광주 광산구 북문대로 365,E1,062-955-7501,N,-,-,-,-,1068
광주광역시,SK행복충전 효천엘피지충전소,광주 남구 서문대로 297,SK가스,062-674-1482,N,-,-,-,-,1041
광주광역시,반디가스 송암점,광주 남구 송암로 28 (송하동),E1,062-655-8301,N,-,-,-,-,1044
광주광역시,(주)금정남광주lpg충전소,광주 남구  서문대로 497 (송하동),E1,062-675-2306,N,-,-,-,-,1167
광주광역시,광주LPG충전소,광주 남구 송암로 106 (송하동),E1,062-674-0771,N,-,-,-,-,1168
광주광역시,반디LPG 지원점,광주 동구 남문로 397,E1,062-226-8301,N,-,-,-,-,1041
광주광역시,SK행복충전 동부충전소,광주 동구 남문로 615 (용산동),SK가스,062-222-3971,N,-,-,-,-,1044
광주광역시,대창석유 국일충전소,광주 북구 탁영로 11 (두암동),SK에너지,062-262-2022,N,-,-,-,-,1034
광주광역시,반디가스 운암본점,광주 북구 운신남길 146,E1,062-523-8301,N,-,-,-,-,1034
광주광역시,동화가스(주),광주 북구 각화대로 39,GS칼텍스,062-266-1881,N,-,-,-,-,1035
광주광역시,디오충전소,광주 북구 빛고을대로 656 (용두동),HD현대오일뱅크,062-573-0093,N,-,-,-,-,1041
광주광역시,매일엘피지,광주 북구 우치로 850,SK에너지,010-8394-8888,N,-,-,-,-,1042
광주광역시,반디가스 일곡점,광주 북구 우치로 585,E1,062-574-8400,N,-,-,-,-,1044
광주광역시,미래LPG충전소,광주 북구 임방울대로 983 (신용동),SK가스,062-574-5700,N,-,-,-,-,1044
광주광역시,(주)도시에너지 충전소,광주 북구 무등로137번길 8 (신안동),S-OIL,062-529-4633,N,-,-,-,-,1044
광주광역시,SK행복충전 동광주LPG충전소,광주 북구 동문대로 560 (망월동),SK가스,062-266-0400,N,-,-,-,-,1044
광주광역시,(주)무등LPG충전소,광주 북구 하서로 553,GS칼텍스,062-575-5188,N,-,-,-,-,1044
광주광역시,패밀리LPG충전소,광주 북구 우치로 654,S-OIL,062-513-3824,N,-,-,-,-,1044
광주광역시,SK행복충전 바로오케이충전소,광주 북구 하남대로 763 (운암동),SK가스,062-523-9300,N,-,-,-,-,1044
광주광역시,대성LPG충전소,광주 북구 하서로176번길 18 (양산동),E1,062-571-9185,N,-,-,-,-,1149
광주광역시,SK행복충전 광주개인택시조합엘피지충전소,광주 북구 하서로 576 (본촌동),SK가스,062-572-7711,N,-,-,-,-,1150
광주광역시,주식회사대동가스,광주 서구 회재로 779 (매월동),GS칼텍스,062-682-5151,N,-,-,-,-,1044
광주광역시,풍암LPG충전소,광주 서구  회재로 766 (매월동),E1,062-374-6088,N,-,-,-,-,1045
광주광역시,대양케미칼주유소/충전소,광주 서구 풍서좌로 255 (세하동),S-OIL,062-655-1500,N,-,-,-,-,1109
광주광역시,목포도시가스(주)MC에너지,광주 서구 운천로 163,HD현대오일뱅크,062-371-5557,N,-,-,-,-,1110
